,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
30875,USW00093721,2024-01-11,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",111.0,",,W",-10.0,",,W",,,,,-28.0,",,W",10125.0,",,W",10058.0,",,W",22.0,",,W",20.0,",,W",,,,,,,,,58.0,",,W",38.0,",,W",79.0,",,W",63.0,"H,,S",,,,,,,240.0,",,W",250.0,",,W",,,,,,,,,72.0,",,W",98.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30876,USW00093721,2024-01-12,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",102.0,",,W,2400",0.0,",,W",0.0,",,W",133.0,",,W",-21.0,",,W",,,,,6.0,",,W",10142.0,",,W",10108.0,",,W",39.0,",,W",43.0,",,W",,,,,,,,,72.0,",,W",46.0,",,W",93.0,",,W",42.0,"H,,S",,,,,,,120.0,",,W",140.0,",,W",,,,,,,,,89.0,",,W",148.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30877,USW00093721,2024-01-13,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",20.0,",,W,2400",0.0,",,W",0.0,",,W",133.0,",,W",11.0,",,W",,,,,6.0,",,W",9986.0,",,W",9912.0,",,W",50.0,",,W",67.0,",,W",,,,,,,,,63.0,",,W",36.0,",,W",96.0,",,W",97.0,"H,,S",,,,,,,280.0,",,W",300.0,",,W",,,,,,,,,165.0,",,W",241.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30878,USW00093721,2024-01-14,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,"T,,W,2400",0.0,"T,,W",0.0,",,W",78.0,",,W",-21.0,",,W",,,,,-100.0,",,W",10156.0,",,W",10085.0,",,W",-22.0,",,W",51.0,",,W",,,,,,,,,46.0,",,W",26.0,",,W",73.0,",,W",20.0,"H,,S",,,,,,,280.0,",,W",290.0,",,W",,,,,,,,,148.0,",,W",210.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30879,USW00093721,2024-01-15,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",91.0,",,W,2400",104.0,",,W",0.0,"T,,W",-10.0,",,W",-43.0,",,W",,,,,-67.0,",,W",10234.0,",,W",10173.0,",,W",-39.0,",,W",22.0,",,W",,,,,,,,,77.0,",,W",30.0,",,W",92.0,",,W",-22.0,"H,,S",,,,,,,310.0,",,W",300.0,",,W",,,,,,,,,63.0,",,W",81.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30880,USW00093721,2024-01-16,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",30.0,",,W,2400",20.0,",,W",130.0,",,W",-5.0,",,W",-88.0,",,W",,,,,-72.0,",,W",10132.0,",,W",10075.0,",,W",-44.0,",,W",46.0,",,W",,,,,,,,,73.0,",,W",48.0,",,W",89.0,",,W",-18.0,"H,,S",,,,,,,320.0,",,W",290.0,",,W",,,,,,,,,98.0,",,W",148.0,",,W",,,,,1.0,",,W",,,,,1.0,",,W",,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30881,USW00093721,2024-01-17,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",80.0,",,W",-21.0,",,W",-110.0,",,W",,,,,-161.0,",,W",10196.0,",,W",10129.0,",,W",-89.0,",,W",34.0,",,W",,,,,,,,,48.0,",,W",32.0,",,W",64.0,",,W",-66.0,"H,,S",,,,,,,280.0,",,W",260.0,",,W",,,,,,,,,94.0,",,W",121.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30882,USW00093721,2024-01-18,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",80.0,",,W",17.0,",,W",-105.0,",,W",,,,,-106.0,",,W",10207.0,",,W",10152.0,",,W",-50.0,",,W",10.0,",,W",,,,,,,,,56.0,",,W",40.0,",,W",71.0,",,W",-41.0,"H,,S",,,,,,,110.0,",,W",60.0,",,W",,,,,,,,,40.0,",,W",58.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30883,USW00093721,2024-01-19,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",97.0,",,W,2400",107.0,",,W",130.0,",,W",6.0,",,W",-55.0,",,W",,,,,-44.0,",,W",10112.0,",,W",10051.0,",,W",-22.0,",,W",31.0,",,W",,,,,,,,,82.0,",,W",64.0,",,W",88.0,",,W",-4.0,"H,,S",,,,,,,300.0,",,W",280.0,",,W",,,,,,,,,67.0,",,W",98.0,",,W",,,,,1.0,",,W",1.0,",,W",,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30884,USW00093721,2024-01-20,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",150.0,",,W",-27.0,",,W",-82.0,",,W",,,,,-139.0,",,W",10207.0,",,W",10135.0,",,W",-78.0,",,W",65.0,",,W",,,,,,,,,53.0,",,W",42.0,",,W",72.0,",,W",-47.0,"H,,S",,,,,,,290.0,",,W",290.0,",,W",,,,,,,,,130.0,",,W",183.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30885,USW00093721,2024-01-21,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",50.0,",,W",6.0,",,W",-77.0,",,W",,,,,-117.0,",,W",10315.0,",,W",10240.0,",,W",-56.0,",,W",53.0,",,W",,,,,,,,,54.0,",,W",45.0,",,W",65.0,",,W",-42.0,"H,,S",,,,,,,320.0,",,W",300.0,",,W",,,,,,,,,103.0,",,W",148.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30886,USW00093721,2024-01-22,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",50.0,",,W",39.0,",,W",-99.0,",,W",,,,,-106.0,",,W",10352.0,",,W",10295.0,",,W",-50.0,",,W",17.0,",,W",,,,,,,,,57.0,",,W",36.0,",,W",80.0,",,W",-32.0,"H,,S",,,,,,,250.0,",,W",230.0,",,W",,,,,,,,,58.0,",,W",85.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30887,USW00093721,2024-01-23,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",50.0,",,W",78.0,",,W",-49.0,",,W",,,,,-50.0,",,W",10322.0,",,W",10264.0,",,W",-11.0,",,W",10.0,",,W",,,,,,,,,63.0,",,W",42.0,",,W",81.0,",,W",1.0,"H,,S",,,,,,,80.0,",,W",20.0,",,W",,,,,,,,,40.0,",,W",67.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30888,USW00093721,2024-01-24,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3.0,",,W,2400",0.0,",,W",0.0,",,W",72.0,",,W",22.0,",,W",,,,,17.0,",,W",10291.0,",,W",10240.0,",,W",39.0,",,W",10.0,",,W",,,,,,,,,82.0,",,W",65.0,",,W",89.0,",,W",41.0,"H,,S",,,,,,,70.0,",,W",40.0,",,W",,,,,,,,,36.0,",,W",49.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30889,USW00093721,2024-01-25,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",51.0,",,W,2400",0.0,",,W",0.0,",,W",167.0,",,W",67.0,",,W",,,,,94.0,",,W",10200.0,",,W",10146.0,",,W",106.0,",,W",9.0,",,W",,,,,,,,,92.0,",,W",86.0,",,W",100.0,",,W",95.0,"H,,S",,,,,,,80.0,",,W",150.0,",,W",,,,,,,,,36.0,",,W",72.0,",,W",,,,,1.0,",,W",1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30890,USW00093721,2024-01-26,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8.0,",,W,2400",0.0,",,W",0.0,",,W",256.0,",,W",89.0,",,W",,,,,128.0,",,W",10156.0,",,W",10098.0,",,W",139.0,",,W",19.0,",,W",,,,,,,,,86.0,",,W",52.0,",,W",100.0,",,W",155.0,"H,,S",,,,,,,310.0,",,W",320.0,",,W",,,,,,,,,54.0,",,W",89.0,",,W",,,,,1.0,",,W",1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30891,USW00093721,2024-01-27,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",13.0,",,W,2400",0.0,",,W",0.0,",,W",156.0,",,W",44.0,",,W",,,,,61.0,",,W",10210.0,",,W",10152.0,",,W",83.0,",,W",24.0,",,W",,,,,,,,,79.0,",,W",54.0,",,W",100.0,",,W",104.0,"H,,S",,,,,,,100.0,",,W",90.0,",,W",,,,,,,,,67.0,",,W",85.0,",,W",,,,,1.0,",,W",1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30892,USW00093721,2024-01-28,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",328.0,",,W,2400",0.0,",,W",0.0,",,W",78.0,",,W",56.0,",,W",,,,,44.0,",,W",10075.0,",,W",10027.0,",,W",56.0,",,W",42.0,",,W",,,,,,,,,89.0,",,W",83.0,",,W",93.0,",,W",72.0,"H,,S",,,,,,,60.0,",,W",50.0,",,W",,,,,,,,,94.0,",,W",125.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30893,USW00093721,2024-01-29,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",83.0,",,W",50.0,",,W",,,,,-6.0,",,W",10132.0,",,W",10071.0,",,W",33.0,",,W",55.0,",,W",,,,,,,,,63.0,",,W",52.0,",,W",82.0,",,W",62.0,"H,,S",,,,,,,320.0,",,W",310.0,",,W",,,,,,,,,98.0,",,W",148.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30894,USW00093721,2024-01-30,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",56.0,",,W",28.0,",,W",,,,,-22.0,",,W",10210.0,",,W",10152.0,",,W",17.0,",,W",32.0,",,W",,,,,,,,,63.0,",,W",57.0,",,W",70.0,",,W",46.0,"H,,S",,,,,,,120.0,",,W",110.0,",,W",,,,,,,,,58.0,",,W",76.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30895,USW00093721,2024-01-31,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,"T,,W,2400",0.0,",,W",0.0,",,W",67.0,",,W",0.0,",,W",,,,,11.0,",,W",10193.0,",,W",10135.0,",,W",28.0,",,W",18.0,",,W",,,,,,,,,81.0,",,W",71.0,",,W",93.0,",,W",44.0,"H,,S",,,,,,,50.0,",,W",30.0,",,W",,,,,,,,,40.0,",,W",63.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30896,USW00093721,2024-02-01,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",128.0,",,W",-21.0,",,W",,,,,0.0,",,W",10156.0,",,W",10105.0,",,W",33.0,",,W",17.0,",,W",,,,,,,,,72.0,",,W",43.0,",,W",96.0,",,W",42.0,"H,,S",,,,,,,230.0,",,W",220.0,",,W",,,,,,,,,72.0,",,W",89.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30897,USW00093721,2024-02-02,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5.0,",,W,2400",0.0,",,W",0.0,",,W",100.0,",,W",50.0,",,W",,,,,11.0,",,W",10129.0,",,W",10064.0,",,W",50.0,",,W",33.0,",,W",,,,,,,,,66.0,",,W",48.0,",,W",89.0,",,W",74.0,"H,,S",,,,,,,350.0,",,W",340.0,",,W",,,,,,,,,81.0,",,W",121.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30898,USW00093721,2024-02-03,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",106.0,",,W",0.0,",,W",,,,,-39.0,",,W",10179.0,",,W",10119.0,",,W",17.0,",,W",21.0,",,W",,,,,,,,,54.0,",,W",36.0,",,W",73.0,",,W",58.0,"H,,S",,,,,,,350.0,",,W",350.0,",,W",,,,,,,,,72.0,",,W",98.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30899,USW00093721,2024-02-04,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",128.0,",,W",-27.0,",,W",,,,,-56.0,",,W",10156.0,",,W",10102.0,",,W",6.0,",,W",11.0,",,W",,,,,,,,,53.0,",,W",24.0,",,W",78.0,",,W",39.0,"H,,S",,,,,,,40.0,",,W",20.0,",,W",,,,,,,,,40.0,",,W",85.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30900,USW00093721,2024-02-05,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",94.0,",,W",-27.0,",,W",,,,,-44.0,",,W",10139.0,",,W",10085.0,",,W",6.0,",,W",24.0,",,W",,,,,,,,,58.0,",,W",40.0,",,W",85.0,",,W",33.0,"H,,S",,,,,,,100.0,",,W",350.0,",,W",,,,,,,,,54.0,",,W",103.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901,USW00093721,2024-02-06,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",72.0,",,W",-21.0,",,W",,,,,-78.0,",,W",10213.0,",,W",10146.0,",,W",-11.0,",,W",30.0,",,W",,,,,,,,,50.0,",,W",31.0,",,W",67.0,",,W",31.0,"H,,S",,,,,,,50.0,",,W",20.0,",,W",,,,,,,,,72.0,",,W",103.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,USW00093721,2024-02-07,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",111.0,",,W",-43.0,",,W",,,,,-61.0,",,W",10257.0,",,W",10196.0,",,W",-6.0,",,W",9.0,",,W",,,,,,,,,54.0,",,W",32.0,",,W",75.0,",,W",24.0,"H,,S",,,,,,,90.0,",,W",20.0,",,W",,,,,,,,,40.0,",,W",72.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903,USW00093721,2024-02-08,39.17329,-76.68408,42.0,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0.0,",,W,2400",0.0,",,W",0.0,",,W",133.0,",,W",-21.0,",,W",,,,,-28.0,",,W",10251.0,",,W",10196.0,",,W",22.0,",,W",13.0,",,W",,,,,,,,,58.0,",,W",33.0,",,W",82.0,",,W",44.0,"H,,S",,,,,,,140.0,",,W",130.0,",,W",,,,,,,,,45.0,",,W",72.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
