STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00093721,1/11/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",111,",,W",-10,",,W",,,,,6,",,W",10142,",,W",10108,",,W",39,",,W",43,",,W",,,,,,,,,72,",,W",46,",,W",93,",,W",42,"H,,S",,,,,,,120,",,W",140,",,W",,,,,,,,,89,",,W",148,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/12/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",102,",,W,2400",0,",,W",0,",,W",133,",,W",-21,",,W",,,,,6,",,W",9986,",,W",9912,",,W",50,",,W",67,",,W",,,,,,,,,63,",,W",36,",,W",96,",,W",97,"H,,S",,,,,,,280,",,W",300,",,W",,,,,,,,,165,",,W",241,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/13/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",20,",,W,2400",0,",,W",0,",,W",133,",,W",11,",,W",,,,,-100,",,W",10156,",,W",10085,",,W",-22,",,W",51,",,W",,,,,,,,,46,",,W",26,",,W",73,",,W",20,"H,,S",,,,,,,280,",,W",290,",,W",,,,,,,,,148,",,W",210,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/14/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,"T,,W,2400",0,"T,,W",0,",,W",78,",,W",-21,",,W",,,,,-67,",,W",10234,",,W",10173,",,W",-39,",,W",22,",,W",,,,,,,,,77,",,W",30,",,W",92,",,W",-22,"H,,S",,,,,,,310,",,W",300,",,W",,,,,,,,,63,",,W",81,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/15/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",91,",,W,2400",104,",,W",0,"T,,W",-10,",,W",-43,",,W",,,,,-72,",,W",10132,",,W",10075,",,W",-44,",,W",46,",,W",,,,,,,,,73,",,W",48,",,W",89,",,W",-18,"H,,S",,,,,,,320,",,W",290,",,W",,,,,,,,,98,",,W",148,",,W",,,,,1,",,W",,,,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/16/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",30,",,W,2400",20,",,W",130,",,W",-5,",,W",-88,",,W",,,,,-161,",,W",10196,",,W",10129,",,W",-89,",,W",34,",,W",,,,,,,,,48,",,W",32,",,W",64,",,W",-66,"H,,S",,,,,,,280,",,W",260,",,W",,,,,,,,,94,",,W",121,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/17/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",80,",,W",-21,",,W",-110,",,W",,,,,-106,",,W",10207,",,W",10152,",,W",-50,",,W",10,",,W",,,,,,,,,56,",,W",40,",,W",71,",,W",-41,"H,,S",,,,,,,110,",,W",60,",,W",,,,,,,,,40,",,W",58,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/18/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",80,",,W",17,",,W",-105,",,W",,,,,-44,",,W",10112,",,W",10051,",,W",-22,",,W",31,",,W",,,,,,,,,82,",,W",64,",,W",88,",,W",-4,"H,,S",,,,,,,300,",,W",280,",,W",,,,,,,,,67,",,W",98,",,W",,,,,1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/19/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",97,",,W,2400",107,",,W",130,",,W",6,",,W",-55,",,W",,,,,-139,",,W",10207,",,W",10135,",,W",-78,",,W",65,",,W",,,,,,,,,53,",,W",42,",,W",72,",,W",-47,"H,,S",,,,,,,290,",,W",290,",,W",,,,,,,,,130,",,W",183,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/20/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",150,",,W",-27,",,W",-82,",,W",,,,,-117,",,W",10315,",,W",10240,",,W",-56,",,W",53,",,W",,,,,,,,,54,",,W",45,",,W",65,",,W",-42,"H,,S",,,,,,,320,",,W",300,",,W",,,,,,,,,103,",,W",148,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/21/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",50,",,W",6,",,W",-77,",,W",,,,,-106,",,W",10352,",,W",10295,",,W",-50,",,W",17,",,W",,,,,,,,,57,",,W",36,",,W",80,",,W",-32,"H,,S",,,,,,,250,",,W",230,",,W",,,,,,,,,58,",,W",85,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/22/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",50,",,W",39,",,W",-99,",,W",,,,,-50,",,W",10322,",,W",10264,",,W",-11,",,W",10,",,W",,,,,,,,,63,",,W",42,",,W",81,",,W",1,"H,,S",,,,,,,80,",,W",20,",,W",,,,,,,,,40,",,W",67,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/23/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",50,",,W",78,",,W",-49,",,W",,,,,17,",,W",10291,",,W",10240,",,W",39,",,W",10,",,W",,,,,,,,,82,",,W",65,",,W",89,",,W",41,"H,,S",,,,,,,70,",,W",40,",,W",,,,,,,,,36,",,W",49,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/24/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",3,",,W,2400",0,",,W",0,",,W",72,",,W",22,",,W",,,,,94,",,W",10200,",,W",10146,",,W",106,",,W",9,",,W",,,,,,,,,92,",,W",86,",,W",100,",,W",95,"H,,S",,,,,,,80,",,W",150,",,W",,,,,,,,,36,",,W",72,",,W",,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/25/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",51,",,W,2400",0,",,W",0,",,W",167,",,W",67,",,W",,,,,128,",,W",10156,",,W",10098,",,W",139,",,W",19,",,W",,,,,,,,,86,",,W",52,",,W",100,",,W",155,"H,,S",,,,,,,310,",,W",320,",,W",,,,,,,,,54,",,W",89,",,W",,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/26/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",8,",,W,2400",0,",,W",0,",,W",256,",,W",89,",,W",,,,,61,",,W",10210,",,W",10152,",,W",83,",,W",24,",,W",,,,,,,,,79,",,W",54,",,W",100,",,W",104,"H,,S",,,,,,,100,",,W",90,",,W",,,,,,,,,67,",,W",85,",,W",,,,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/27/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",13,",,W,2400",0,",,W",0,",,W",156,",,W",44,",,W",,,,,44,",,W",10075,",,W",10027,",,W",56,",,W",42,",,W",,,,,,,,,89,",,W",83,",,W",93,",,W",72,"H,,S",,,,,,,60,",,W",50,",,W",,,,,,,,,94,",,W",125,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/28/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",328,",,W,2400",0,",,W",0,",,W",78,",,W",56,",,W",,,,,-6,",,W",10132,",,W",10071,",,W",33,",,W",55,",,W",,,,,,,,,63,",,W",52,",,W",82,",,W",62,"H,,S",,,,,,,320,",,W",310,",,W",,,,,,,,,98,",,W",148,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/29/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",83,",,W",50,",,W",,,,,-22,",,W",10210,",,W",10152,",,W",17,",,W",32,",,W",,,,,,,,,63,",,W",57,",,W",70,",,W",46,"H,,S",,,,,,,120,",,W",110,",,W",,,,,,,,,58,",,W",76,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/30/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",56,",,W",28,",,W",,,,,11,",,W",10193,",,W",10135,",,W",28,",,W",18,",,W",,,,,,,,,81,",,W",71,",,W",93,",,W",44,"H,,S",,,,,,,50,",,W",30,",,W",,,,,,,,,40,",,W",63,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,1/31/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,"T,,W,2400",0,",,W",0,",,W",67,",,W",0,",,W",,,,,0,",,W",10156,",,W",10105,",,W",33,",,W",17,",,W",,,,,,,,,72,",,W",43,",,W",96,",,W",42,"H,,S",,,,,,,230,",,W",220,",,W",,,,,,,,,72,",,W",89,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/1/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",128,",,W",-21,",,W",,,,,11,",,W",10129,",,W",10064,",,W",50,",,W",33,",,W",,,,,,,,,66,",,W",48,",,W",89,",,W",74,"H,,S",,,,,,,350,",,W",340,",,W",,,,,,,,,81,",,W",121,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/2/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",5,",,W,2400",0,",,W",0,",,W",100,",,W",50,",,W",,,,,-39,",,W",10179,",,W",10119,",,W",17,",,W",21,",,W",,,,,,,,,54,",,W",36,",,W",73,",,W",58,"H,,S",,,,,,,350,",,W",350,",,W",,,,,,,,,72,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/3/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",106,",,W",0,",,W",,,,,-56,",,W",10156,",,W",10102,",,W",6,",,W",11,",,W",,,,,,,,,53,",,W",24,",,W",78,",,W",39,"H,,S",,,,,,,40,",,W",20,",,W",,,,,,,,,40,",,W",85,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/4/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",128,",,W",-27,",,W",,,,,-44,",,W",10139,",,W",10085,",,W",6,",,W",24,",,W",,,,,,,,,58,",,W",40,",,W",85,",,W",33,"H,,S",,,,,,,100,",,W",350,",,W",,,,,,,,,54,",,W",103,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/5/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",94,",,W",-27,",,W",,,,,-78,",,W",10213,",,W",10146,",,W",-11,",,W",30,",,W",,,,,,,,,50,",,W",31,",,W",67,",,W",31,"H,,S",,,,,,,50,",,W",20,",,W",,,,,,,,,72,",,W",103,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/6/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",72,",,W",-21,",,W",,,,,-61,",,W",10257,",,W",10196,",,W",-6,",,W",9,",,W",,,,,,,,,54,",,W",32,",,W",75,",,W",24,"H,,S",,,,,,,90,",,W",20,",,W",,,,,,,,,40,",,W",72,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/7/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",111,",,W",-43,",,W",,,,,-28,",,W",10251,",,W",10196,",,W",22,",,W",13,",,W",,,,,,,,,58,",,W",33,",,W",82,",,W",44,"H,,S",,,,,,,140,",,W",130,",,W",,,,,,,,,45,",,W",72,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/8/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",133,",,W",-21,",,W",,,,,22,",,W",10176,",,W",10125,",,W",56,",,W",14,",,W",,,,,,,,,67,",,W",41,",,W",89,",,W",79,"H,,S",,,,,,,190,",,W",,,,,,,,,,,31,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/9/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",167,",,W",33,",,W",,,,,61,",,W",10119,",,W",10058,",,W",83,",,W",15,",,W",,,,,,,,,74,",,W",48,",,W",89,",,W",97,"H,,S",,,,,,,160,",,W",170,",,W",,,,,,,,,67,",,W",103,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/10/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",183,",,W",33,",,W",,,,,72,",,W",10125,",,W",10068,",,W",89,",,W",18,",,W",,,,,,,,,76,",,W",64,",,W",89,",,W",120,"H,,S",,,,,,,310,",,W",50,",,W",,,,,,,,,45,",,W",76,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/11/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",13,",,W,2400",0,",,W",0,",,W",144,",,W",83,",,W",,,,,56,",,W",10105,",,W",10058,",,W",67,",,W",21,",,W",,,,,,,,,86,",,W",74,",,W",97,",,W",85,"H,,S",,,,,,,90,",,W",100,",,W",,,,,,,,,76,",,W",103,",,W",,,,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/12/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",25,",,W,2400",0,",,W",0,",,W",94,",,W",56,",,W",,,,,0,",,W",10051,",,W",9980,",,W",28,",,W",55,",,W",,,,,,,,,74,",,W",46,",,W",97,",,W",53,"H,,S",,,,,,,290,",,W",300,",,W",,,,,,,,,125,",,W",179,",,W",,,,,1,",,W",,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/13/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",226,",,W,2400",0,"T,,W",0,",,W",83,",,W",11,",,W",,,,,-72,",,W",10200,",,W",10129,",,W",-6,",,W",43,",,W",,,,,,,,,48,",,W",31,",,W",69,",,W",37,"H,,S",,,,,,,300,",,W",350,",,W",,,,,,,,,112,",,W",179,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/14/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,",,W,2400",0,",,W",0,",,W",67,",,W",-27,",,W",,,,,-39,",,W",10186,",,W",10139,",,W",-6,",,W",15,",,W",,,,,,,,,68,",,W",47,",,W",86,",,W",9,"H,,S",,,,,,,110,",,W",140,",,W",,,,,,,,,63,",,W",98,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00093721,2/15/24,39.17329,-76.68408,42,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",0,"T,,W,2400",0,",,W",0,",,W",78,",,W",-49,",,W",,,,,-72,",,W",10139,",,W",10081,",,W",11,",,W",40,",,W",,,,,,,,,39,",,W",26,",,W",82,",,W",51,"H,,S",,,,,,,290,",,W",270,",,W",,,,,,,,,134,",,W",188,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
